Soil Colour,Ph,Crop type,Soil Moisture,Temperature,Air Humidity
other,5.3,Barley,946.4140835,35.24888224,40.01884344
red,5.8,Barley,697.1038105,25.87646756,49.61678191
red,5.8,Barley,574.8592823,27.61188098,39.46857363
red,5.3,Barley,641.8108033,28.00397306,79.81674815
brown,5.3,Barley,494.839251,28.76178771,45.76211392
red,5.3,Barley,405.5148042,23.46437176,50.78125746
red,5.6,Barley,524.7637816,26.96046668,66.80331615
black,5.8,Barley,454.2769165,21.90644025,64.20777441
brown,5.7,Barley,344.5576357,26.8937136,42.21870247
brown,6,Barley,645.5056887,25.26013847,58.31039404
brown,5.2,Barley,567.8731964,24.77847347,70.12354246
brown,5.68,Barley,562.9062045,25.12174385,43.64597522
brown,5.63,Barley,946.7498406,35.4764371,76.10637261
brown,5.8,Barley,512.6146204,27.95296405,60.91751272
black,5.7,Barley,423.5743346,19.76831492,74.37512727
red,5.87,Barley,717.9804936,21.03731179,45.94132695
brown,6.5,Bean,503.8111697,32.66366387,55.98388839
brown,6.6,Bean,630.9723678,36.51254933,67.7612299
brown,5.8,Bean,837.1342555,21.65722545,59.26445598
other,7.8,Bean,914.6207622,23.41660756,49.7526696
red,5.3,Bean,772.223124,33.15171533,62.62039607
brown,5.5,Bean,781.9736213,23.08208429,63.76951298
red,6.3,Bean,657.0425591,22.64607889,75.48222748
red,6.5,Bean,801.0760446,31.87608619,55.49852492
brown,5.7,Bean,920.9471006,23.0519635,64.49727489
black,6.6,Bean,629.9144482,27.55410419,75.98350497
brown,6.2,Bean,726.4616954,32.74453903,72.18578631
brown,6.6,Bean,856.8759288,37.77859552,41.40815689
red,5.4,Bean,723.4846117,37.5303185,63.79991839
red,5.67,Bean,640.0376859,33.84121767,52.62807631
black,5.9,Bean,727.3764752,30.22145048,57.10509277
Light red,7.13,Bean,683.9032897,28.67201329,77.8440927
brown,5.67,Bean,464.0177106,20.86421022,44.97898717
black,6.6,Bean,347.1089122,23.4970212,49.37469553
brown,6,Bean,476.8238527,28.12585734,46.79624196
black,5.98,Bean,476.3099234,19.02432627,66.46415534
red,5.5,Bean,956.5886084,36.18497602,48.18850146
black,5.6,Bean,652.9174016,31.62558139,66.26971235
brown,5.7,Bean,625.2829594,37.42083024,60.64973856
red,6.53,Bean,826.4000674,30.08986712,70.18569499
brown,6,Bean,567.1477765,22.46918252,77.19585126
brown,5.2,Bean,775.5239668,28.41635239,69.11804008
brown,5.8,Bean,959.0000596,26.22079778,45.34636263
black,5.9,Bean,382.4424039,35.75140227,68.88446655
black,7.87,Bean,776.8831149,19.69214955,58.49462092
brown,7.87,Bean,652.0644108,18.73960288,60.4239302
brown,5.4,Bean,800.4200495,25.21024574,68.06460263
black,6.95,Bean,872.5388816,19.72869198,78.96414539
brown,5.4,Bean,480.0748866,21.01989215,53.51615
brown,6.23,Bean,857.9497034,36.95020006,47.53961581
black,5.78,Bean,667.0091975,28.19888511,43.49551198
black,6.95,Bean,444.9091712,33.78016805,66.04181872
brown,7.68,Bean,559.6378999,27.54149467,62.90485645
black,5.4,Bean,974.0068394,35.50887541,43.99354238
brown,7.53,Bean,883.9055337,35.96848966,57.78761402
other,6.95,Bean,755.5170315,25.46710245,80.78954298
brown,6.95,Bean,411.7343309,29.68374997,65.29827498
brown,6.95,Bean,486.8212671,22.55504333,64.98600184
black,7.53,Bean,342.8508553,28.33013051,40.69928737
other,6.95,Bean,931.7229442,24.37850784,54.5680037
brown,7.2,Bean,420.7140873,35.71578529,54.87595667
gray,7.2,Bean,743.5847407,31.80604766,43.935236
brown,5.88,Bean,437.2699805,20.22641955,41.83541442
red,5.88,Bean,397.6508479,18.57742084,47.38207512
gray,5.88,Bean,760.0383363,20.1334337,46.49824521
red,5.8,Bean,332.9186418,25.04818379,58.3105613
brown,5.98,Bean,317.2485158,19.72984713,54.3525619
brown,5.3,Bean,808.0426108,32.73055813,75.73273778
brown,5.98,Bean,321.9519001,27.94168801,66.18250604
red,6.56,Bean,537.2446327,19.57349816,72.09926813
red,6.56,Bean,778.9710956,26.94169863,62.05557324
gray,6.58,Bean,741.1128924,26.86229526,46.28328142
red,5.32,Bean,891.2876483,38.29410775,39.31009086
brown,6.48,Bean,965.3628289,22.39097429,38.10423005
red,6.48,Bean,719.7986989,28.05013039,42.60057533
gray,5.89,Bean,954.9616493,23.46914078,55.03389225
black,6.4,Bean,498.2775594,36.82570401,66.94867241
brown,5.8,Bean,747.9941152,34.72979139,73.59711735
brown,6.05,Bean,534.1396539,36.76337377,66.00233782
brown,6.9,Bean,843.832403,21.84857719,72.01291034
brown,6.9,Bean,640.6292134,27.80596701,71.52907877
red,5.8,Bean,746.2443139,23.75255547,70.99852868
brown,5.4,Bean,508.2848129,32.93323398,41.46368936
black,6.37,Bean,474.8386517,36.12916014,55.84923085
brown,6.9,Bean,590.6910264,34.05696358,54.56956747
brown,5.8,Bean,583.6209197,30.19661408,73.48937866
red,5.4,Bean,521.8640974,31.80548785,56.52548695
red,5.8,Bean,652.4186022,25.17815146,70.38481056
brown,6.3,Bean,984.3243712,18.01840675,43.29315263
brown,5.8,Bean,942.3638069,32.35752179,59.21822333
brown,5.6,Bean,907.3036274,35.2900845,40.64796429
brown,5.55,Bean,790.8170323,24.02391081,73.24790493
brown,6.11,Bean,975.5447393,31.04963498,59.61775864
brown,5.8,Bean,680.6427015,21.4734207,64.14521188
brown,6.15,Bean,771.2760712,24.49479856,61.12188411
black,6.37,Bean,473.8705539,25.76096353,68.90622878
brown,5.85,Bean,498.3994025,29.60297671,58.21297714
gray,5.8,Bean,673.0862128,33.33856507,52.20580811
black,6.37,Bean,395.6381592,25.71093142,56.47390364
brown,5.68,Bean,685.4373887,30.75669221,69.09468698
red,5.84,Bean,425.6412849,30.63761089,59.41953716
red,6.3,Bean,916.6585693,30.10319277,58.59310201
brown,5.4,Bean,410.4161286,35.73131517,44.77704542
red,5.4,Bean,407.0573779,27.17543191,47.20828179
brown,5.8,Bean,671.5833809,25.43978047,45.11999818
red,5.5,Bean,832.0385016,27.7042163,67.82522732
brown,5.6,Bean,638.5471007,20.32325713,68.29130011
red,6.55,Bean,730.5140918,25.23349972,54.74496931
red,5.8,Bean,420.7514415,25.52777925,59.87356
red,5.7,Bean,541.7405904,30.20413301,45.53785951
brown,5.85,Bean,974.3445003,31.23650744,57.6786761
brown,5.58,Bean,501.2320154,36.45235764,72.7084295
black,7.2,Bean,574.3519172,36.64127902,60.70541468
gray,7.2,Bean,726.8058242,18.36303376,46.80062237
gray,7.1,Bean,911.3978929,36.91711905,45.00168312
brown,6,Bean,968.5409504,28.54326434,70.7859597
black,7.2,Bean,760.894452,35.47763637,46.69355782
brown,5.95,Bean,562.6595618,36.77791161,78.27305058
red,5.2,Bean,672.1083575,35.95690549,70.93853978
black,6,Bean,837.4040795,37.5611885,53.81314163
black,6.3,Bean,406.6898188,32.37639824,68.60120116
black,6.7,Bean,840.1336676,26.25972293,39.93499329
black,7,Bean,734.4740377,25.88820244,56.74030984
black,6.4,Bean,629.4435306,20.33726038,71.98448006
other,5.3,Bean,851.6921987,38.70308114,56.81103692
black,8.1,Bean,911.4341077,38.90902362,64.13079839
brown,6.48,Bean,575.5471893,35.35432129,43.91535155
brown,5.8,Bean,507.7236934,29.88694145,55.26455524
brown,7.1,Bean,917.9840782,34.91465199,38.37572156
brown,5.67,Bean,577.9736509,32.95860003,75.35370469
black,6.1,Bean,702.2161232,36.94115672,69.30608399
red,5.3,Bean,700.5239089,33.46930097,67.41736224
red,5.7,Bean,762.648205,21.59501479,50.85266349
brown,5.4,Bean,885.6475861,38.89675329,45.33180417
red,5.3,Bean,971.7346925,38.14785909,52.255365
brown,5.1,Bean,498.7048698,32.0414131,54.49200984
red,6.5,Bean,975.6234451,28.21391606,74.46994242
red,7,Bean,916.5796661,28.64825535,53.17756899
black,7.3,Bean,783.9051622,23.99036927,38.19091139
red,6.8,Bean,413.7146546,18.72143396,54.42975652
Reddish brown,5.81,Bean,554.1383891,28.60660591,47.58883136
red,5.3,Bean,867.9401117,33.38183815,70.97653144
brown,5.76,Bean,390.3967397,26.66862357,75.20192806
brown,6.2,Bean,927.9091175,25.68603928,69.55235487
red,5.4,Bean,515.0843874,25.70500064,55.41683378
brown,5.4,Bean,957.9237901,33.96287335,43.35551267
red,4.8,Bean,619.337888,27.97185624,63.51520955
brown,5.28,Bean,372.8504234,22.19584144,41.10080655
brown,5.26,Bean,836.7289689,23.32198087,57.68391449
red,5.86,Bean,604.9764408,32.1532988,72.30983131
red,5.39,Bean,380.8852258,19.89251078,44.95408168
black,6.8,Bean,692.3914251,23.78902838,67.16824608
red,5.2,Bean,696.1225582,27.40100389,64.91408706
red,5.6,Bean,812.7698039,34.45009124,48.90047128
black,6.2,Bean,489.9562961,23.87392715,74.19660163
brown,4.4,Bean,904.0105666,36.43738829,45.94353961
black,6.4,Bean,492.3112121,26.03326337,77.86482996
brown,5.8,Bean,453.6654316,26.83977622,50.02656456
black,5,Bean,809.1117591,20.40917963,73.70908102
black,5.1,Bean,687.6139345,35.77896897,38.90138032
red,5.17,Bean,850.4715333,21.02343507,51.86790091
brown,5.1,Bean,332.057034,19.06198849,60.80330689
brown,5.6,Bean,861.7625223,38.66050659,39.23412749
red,5.5,Bean,855.4026727,30.18661901,77.54397708
black,5.8,Bean,721.1758449,22.69905376,43.93425267
red,5.8,Bean,435.0541775,28.47292829,76.2137333
Red,5.8,Bean,442.865314,23.1078656,71.50559101
brown,5.3,Bean,709.4169493,36.38845995,58.35962974
black,5.3,Bean,840.3268702,24.33102213,40.73048798
red,5.3,Bean,534.6177819,24.72002091,60.50140282
brown,5.3,Bean,702.321477,31.59703142,68.78009305
red,5.4,Bean,446.7461953,32.99289867,75.86806903
red,5.7,Bean,460.8372706,26.54421327,72.30082104
gray,5.4,Bean,743.0968015,34.58036835,43.04910898
brown,6.4,Bean,599.6748243,33.9658341,59.90989295
brown,4.9,Bean,425.8689854,20.12530997,60.39301835
black,6.2,Bean,779.3837278,32.98528146,56.38715733
brown,4.5,Bean,715.6634456,27.78895655,42.29285071
black,4.9,Bean,802.9490589,26.98276246,78.18892941
black,5,Bean,376.1633394,33.59937806,50.20342435
brown,4.8,Bean,577.4513375,27.99637431,63.57329888
red,4.7,Bean,399.3862141,30.78551938,42.72451509
brown,5.2,Bean,787.0575418,23.14027166,71.20822945
black,5.8,Bean,947.6328325,27.64621972,42.72817209
red,6.1,Bean,651.1959941,33.14001294,54.5052747
red,5.3,Bean,742.9896138,22.90714959,72.072791
red,5.3,Bean,489.6547301,23.41035349,38.53929711
brown,5,Bean,367.8108207,25.82448203,50.675926
brown,5.2,Bean,319.2512018,28.94368769,77.3372467
brown,6.5,Bean,874.0564308,34.91222027,74.56392577
red,4.9,Bean,623.3584348,23.93169981,56.2109954
brown,6.6,Bean,699.2353919,35.712238,62.88543114
brown,6.2,Bean,984.82801,31.23235489,75.18022473
red,5.65,Bean,903.6334164,28.44604515,40.18544002
black,6.2,Bean,757.1386934,25.83183256,59.81048603
brown,5.3,Bean,860.3480459,27.01805963,62.14647639
brown,6.15,Bean,770.3903504,28.07773935,71.19040029
brown,5.94,Bean,484.193576,22.48429453,39.14201991
black,6.1,Bean,678.6498186,20.0189767,60.86032399
black,6.4,Bean,724.2664083,34.44388461,55.36779609
brown,5.9,Bean,671.7595742,24.35454604,60.26419122
brown,6.8,Bean,360.0948893,33.86919461,38.99546814
brown,6.6,Bean,461.3095335,18.794435,41.99485572
black,5.8,Bean,629.3884295,36.45469506,49.92157565
other,5.7,Bean,566.8116834,20.27056037,55.73200607
black,6.41,Bean,721.969067,18.18041223,70.05120973
red,6.6,Bean,437.9751566,26.23165573,69.50815744
black,5.77,Bean,699.9463154,27.39232035,58.22151072
black,5.98,Bean,833.3418831,18.70188587,50.44729727
black,6.51,Bean,795.5955559,18.05214092,47.4936568
brown,6.1,Bean,686.8016318,26.50351313,49.94184892
brown,5.67,Bean,648.4295505,18.19315095,46.51607435
black,6.9,Bean,897.9951889,25.6458634,46.33247757
brown,5.93,Bean,712.9489055,27.78411163,72.4180631
brown,6,Bean,711.5386211,21.2268205,62.26926798
brown,5.9,Bean,609.1803281,35.28401903,49.98946395
brown,5.9,Bean,435.1471051,25.79780967,70.01424246
brown,5.5,Bean,755.9642393,32.7985974,55.25685843
brown,6.3,Bean,465.3671989,32.73069409,76.95463813
black,5.97,Bean,910.4323692,19.67811221,64.79199413
other,6,Bean,768.933636,27.04684361,55.2017289
brown,6.2,Bean,706.5374772,26.26584676,78.6916488
black,6.1,Bean,867.3441138,36.07811706,44.20900954
brown,5.7,Bean,663.4944454,21.8388425,38.99022701
other,6.1,Bean,516.9320715,34.21381612,73.77577857
other,6,Bean,820.9254016,36.48523746,62.93299446
brown,6,Bean,435.135891,33.42914637,76.16170841
brown,6.25,Bean,510.6888574,18.31721797,62.32108401
brown,5.93,Bean,505.3483682,30.16844617,48.95169003
brown,5.7,Bean,969.3546491,20.63152831,60.58010387
darkbrown,5.32,Bean,767.0516365,23.07666529,57.66709954
dark brown,5.66,Bean,503.2820153,36.2049117,53.26167815
brown,5.6,Bean,694.4691873,18.37924489,44.27375687
gray,6.31,Bean,379.9232561,34.30773303,50.57219325
brown,5.58,Bean,748.5227546,24.9215272,46.0858193
brown,5.81,Bean,337.115929,27.09788078,46.51351304
reddish brown,5.47,Bean,757.6933222,36.00288262,78.86525363
brown,5.99,Bean,506.7921398,28.43521759,38.01201815
Reddish brown,5.61,Bean,586.5633448,37.4575479,61.77933201
brown,5.51,Bean,782.4941879,26.50294561,61.8366087
gray,6.01,Bean,715.1088449,32.54846524,59.79923203
darkbrown,6.05,Bean,414.5975971,18.64515394,52.7789324
Dark brown,5.8,Bean,428.7620405,18.85689838,39.48508657
black,5.4,Bean,879.4522214,29.53159772,73.85535503
black,5.71,Bean,430.874041,37.32858556,58.6756124
black,5.73,Bean,326.9497742,26.97180171,46.68964404
brown,5.88,Bean,531.6635899,37.17586944,80.53714457
black,6.15,Bean,590.0747719,19.62083299,59.08825783
black,6.05,Bean,788.4986446,37.17599078,51.02193658
brown,6.07,Bean,464.1783134,29.02897312,70.12247535
black,5.98,Bean,969.2149582,28.16642354,55.06735401
black,5.8,Bean,595.2575195,19.41909307,74.87145788
brown,5.58,Bean,902.9610913,38.47085764,52.5198045
Dark brown,5.89,Bean,893.6475039,20.58287287,58.13518977
black,6.54,Bean,519.8483537,33.06048529,67.53187096
brown,5.95,Bean,772.5768001,22.66517758,55.61628353
brown,5.8,Bean,670.5695383,29.18450132,55.82843798
black,6.3,Bean,788.963652,25.24171199,47.71536187
brown,6.55,Bean,773.0264373,24.31132972,47.04387765
brown,6,Bean,800.745598,30.19115425,73.16611957
Dark brown,6.22,Bean,623.6280745,30.20991754,68.4283879
black,6.3,Bean,708.8129409,22.92443277,74.93948423
black,6.87,Bean,584.6458122,28.49687312,78.3947496
black,5.78,Bean,879.4496598,38.94895601,46.12533294
brown,5.87,Bean,503.1673515,36.8529194,49.09134547
brown,5.03,Bean,530.252788,30.8037134,76.32652754
brown,6.65,Bean,666.5456946,20.18349609,48.25448038
brown,5.7,Bean,871.5664408,29.18153652,40.7576471
black,5.87,Bean,357.1233579,29.46358763,80.93009743
brown,6.3,Dagussa,591.6013313,27.9929879,70.84495697
brown,5.8,Dagussa,813.4999344,31.26598014,70.23519053
red,5.35,Dagussa,762.0788052,32.11005997,58.09322343
brown,5.88,Dagussa,415.234006,21.00923167,44.19856667
red,5.5,Dagussa,551.3029898,23.45606039,71.57778551
red,5.29,Dagussa,853.6724309,36.50454595,62.63280594
red,5.63,Dagussa,705.8360981,35.37805399,62.89538353
red,5.18,Dagussa,491.4209942,20.86374102,80.96447944
red,5.85,Dagussa,782.077727,37.88971527,58.58522277
red,5.56,Dagussa,387.2431466,26.7484045,58.31329798
red,5.3,Dagussa,876.6907768,30.09274062,42.0021602
red,5.3,Dagussa,639.4683006,28.9854808,38.43428436
other,5.3,Dagussa,539.6158807,31.65550976,52.36330075
other,5.2,Dagussa,892.1538802,26.14096895,38.31936499
red,5.3,Dagussa,342.8729662,27.29025202,66.797263
other,5.3,Dagussa,396.3036918,21.58129401,46.75826526
brown,5.3,Dagussa,671.3286322,18.71287712,57.54126694
red,5.3,Dagussa,794.7089644,20.05131877,56.8297585
other,5.2,Dagussa,674.9186791,38.15488888,60.21823105
red,5.3,Dagussa,344.4982398,25.94845224,60.29486328
other,5.3,Dagussa,513.8966684,26.84400076,38.43752254
red,5.3,Dagussa,865.1109938,25.98052435,73.63609724
other,5.2,Dagussa,589.039116,32.3030616,80.33104385
red,4.8,Dagussa,407.0810749,37.30552714,76.49268791
black,5.5,Dagussa,323.1527597,38.21162092,50.07303514
red,4.9,Dagussa,798.5256028,27.14525385,60.94045561
red,5.6,Dagussa,811.1821248,30.17623297,70.42048822
red,5.3,Dagussa,700.1678444,36.45073547,72.51398423
red,5.6,Dagussa,594.3900566,33.61340666,68.15827479
red,5.3,Dagussa,693.4917887,23.53830032,65.95445359
red,5,Dagussa,720.0234299,19.75202558,53.54305033
red,5.3,Dagussa,597.4279971,19.23267256,73.50879262
red,4.7,Dagussa,425.3398894,31.24550578,75.93661188
red,5.3,Dagussa,425.0433845,35.69010972,68.35547865
red,5.4,Dagussa,574.5621388,29.15402932,55.81934674
red,5.1,Dagussa,900.7409551,24.82694231,44.73354458
red,5.3,Dagussa,499.9197741,36.31276182,73.75800258
red,5.1,Dagussa,738.6523352,38.35999162,65.19923706
red,5.4,Dagussa,892.3493002,23.62108923,63.36879835
red,5.1,Dagussa,343.8721494,28.44158436,46.7915701
red,5.1,Dagussa,833.6903704,25.4774334,63.93430947
red,5.1,Dagussa,422.5618034,33.0977186,42.17321493
red,5.1,Dagussa,374.0224999,35.6946425,71.29051778
red,5.1,Dagussa,440.5951193,38.05274832,63.1508986
red,4.8,Dagussa,842.7628242,19.57886369,80.83453849
red,4.9,Dagussa,761.6534908,29.30883462,54.1016629
red,5.1,Dagussa,323.1759468,38.64445903,53.17040977
red,5,Dagussa,468.5261717,38.54811678,65.37268937
other,5.1,Dagussa,707.3200815,27.28525346,69.63839321
red,5.39,Dagussa,806.01156,36.71423043,54.45736854
red,5.39,Dagussa,965.88821,30.75128698,38.97049951
red,5.39,Dagussa,328.6294037,29.85451294,57.50803105
red,5.39,Dagussa,440.3097397,27.93869403,43.00183981
red,4.9,Dagussa,475.6455436,32.09551657,38.35733591
red,5,Dagussa,709.5416642,22.78952732,49.34129442
red,4.7,Dagussa,750.9186249,23.2126338,74.356478
red,4.7,Dagussa,862.9338313,19.48222522,51.30534486
red,4.9,Dagussa,981.4868555,21.67048878,43.23987897
red,5.5,Dagussa,812.0749943,29.31050308,48.36467146
brown,5.1,Dagussa,521.274195,31.20393761,65.91190474
red,5,Dagussa,927.1263778,25.01759801,48.13878335
red,5.2,Dagussa,355.3889229,29.72921444,71.25738398
red,5,Dagussa,362.8196189,29.4770315,58.75196714
red,5.2,Dagussa,904.0569505,18.26086759,56.57816887
red,4.9,Dagussa,872.086284,35.68187907,41.11006756
red,5.3,Dagussa,341.6621065,36.72641576,52.25578127
red,5.1,Dagussa,357.3274674,22.17382726,50.12264883
brown,5.3,Dagussa,942.7781588,19.98620505,56.93256438
brown,4.9,Dagussa,425.9922393,36.87212725,67.44757849
red,5.5,Dagussa,395.900673,22.13355636,59.15217298
brown,5.4,Dagussa,966.0803383,34.55651433,45.64965959
brown,6.1,Fallow,667.4131316,32.39962106,48.24355558
brown,6.3,Fallow,814.3565358,26.63453562,55.07723856
red,5.4,Fallow,340.4556604,18.83400802,67.22120849
dark gray,6.76,Fallow,400.2106577,21.40493418,50.04087473
red,5.3,Fallow,662.354097,35.73159044,65.11287701
brown,7.3,Fallow,599.7250641,38.30284017,67.5840328
black,5.8,Fallow,423.2431232,25.63613139,47.28561083
brown,7.1,Fallow,618.7068134,37.76170433,44.15751245
brown,5,Fallow,484.6347643,28.90119217,41.41291755
brown,7,Fallow,953.1336148,24.19783629,43.92679013
brown,5.7,Fallow,424.4061013,24.64797762,74.74610067
black,6,Fallow,782.2422489,27.09043107,39.38194843
brown,6.2,Fallow,572.8755349,18.47339685,74.25255052
black,6.1,Fallow,675.4801916,18.07593127,58.10187373
brown,5.3,Fallow,863.2876259,28.19839263,46.44838944
gray,6.9,Fallow,607.859578,37.42252748,68.93555719
red,5.4,Fallow,876.6394268,22.27909468,73.54269231
black,5.8,Fallow,332.0784971,21.01410832,70.65750846
brown,5.85,Fallow,730.9987723,37.94420375,44.70716149
brown,6,Fallow,606.4611969,32.64694052,41.4682221
brown,5.41,Fallow,432.6823792,38.07495678,69.15321821
Red,6.4,Fallow,804.5683272,35.24177069,78.80344603
black,5.5,Fallow,982.1877243,31.08128481,45.84165676
brown,5.1,Fallow,797.350174,24.18572475,45.7949139
brown,5.3,Fallow,931.782114,22.68256366,77.70804396
black,5.2,Fallow,407.2633133,26.30190233,58.38738149
black,6.7,Maize,839.5885439,18.05740359,44.29926645
black,7.4,Maize,732.9626254,20.08399936,55.14512296
brown,7,Maize,345.0795971,31.89898456,54.38997534
brown,6,Maize,367.9184041,24.7346162,40.1650604
red,4.9,Maize,522.4686311,21.08835487,48.25107659
brown,8.14,Maize,470.7973446,28.20830458,56.02569065
black,7,Maize,886.5590165,30.52331085,57.56976465
brown,5.9,Maize,468.8336887,31.44562955,67.23705294
black,6.5,Maize,885.9350033,21.90054682,67.47675705
brown,5.2,Maize,422.4634254,23.97579295,40.02660668
red,5.76,Maize,552.2592641,24.48055654,76.14676172
black,6.2,Maize,397.6379739,22.99498504,77.66145071
brown,5.6,Maize,742.2543921,31.25597591,76.27255568
red,4.86,Maize,950.2357817,25.57356278,38.20297558
black,6.1,Maize,976.3798191,30.44841487,66.58213769
black,5.7,Maize,546.9600203,18.23209406,55.68756602
reddish brown,5.19,Maize,814.1097198,20.51501014,71.7933516
red,5.3,Maize,718.4518042,32.27188661,67.89965606
red,5.11,Maize,975.2514899,36.75426279,41.07802965
reddish brown,5.14,Maize,452.3763078,24.76200913,77.71975153
red,5.4,Maize,980.7641314,32.42877892,68.97117622
red,4.82,Maize,879.6801175,27.50930489,80.51741124
red,5.04,Maize,897.6143085,26.71082076,80.45076871
red,4.96,Maize,726.7364701,38.63988486,58.99234199
brown,5.8,Maize,846.4935848,20.97992539,42.97906318
reddish brown,5.13,Maize,846.7601467,25.27489966,61.09237726
red,5.01,Maize,918.04739,34.01132762,73.7192969
red,4.9,Maize,954.1026612,37.8441562,50.40741548
red,5.01,Maize,645.4177772,33.59275485,55.6593418
brown,7.25,Maize,762.2144158,31.25957928,41.82728616
brown,6.25,Maize,557.7440752,30.70600684,71.19470995
reddish brown,5.02,Maize,360.3301275,24.61716841,71.87563779
brown,6.65,Maize,527.6233676,30.83042594,79.57117599
red,5.1,Maize,673.972722,28.49162975,78.77063915
other,6.25,Maize,649.1782883,18.37289862,67.49269141
red,5.1,Maize,643.5344802,31.08167795,66.48331559
brown,6.46,Maize,658.1311962,19.41243624,77.82986375
brown,5.87,Maize,983.3655943,23.47959571,65.79993766
brown,6.1,Maize,977.7821994,33.61330121,79.71811717
red,5.1,Maize,686.6749468,23.88598901,80.09424299
brown,4.62,Maize,561.2225033,34.36573162,70.77204819
black,5.7,Maize,680.0244345,18.48241237,70.98328367
red,5,Maize,376.7388043,33.3009106,75.72270838
brown,4.7,Maize,747.0047477,25.30031995,65.69345957
brown,6.32,Maize,636.5583543,37.93172032,55.04461156
brown,5.2,Maize,760.5319971,24.92993202,47.47622721
brown,6.65,Maize,886.4363529,35.12440433,41.73879456
red,6.1,Maize,461.2870641,32.97066224,59.10194741
very dark brown,7.82,Maize,804.1518423,20.14363104,64.1104686
very dark brown,6.33,Maize,702.2189435,22.25104907,69.81767232
red,5.8,Maize,899.2919095,37.89936423,73.22187079
black,6,Maize,828.2778995,28.31537409,70.89210411
perl brown,5.41,Maize,713.29294,27.70943467,71.0070568
red,4.8,Maize,720.738578,19.72571016,66.20948621
red,5.3,Maize,778.8797434,23.20149613,67.83004771
gray,5.7,Maize,728.881115,29.98127917,75.98088505
red,5.5,Maize,491.0434715,37.85732807,59.35866294
black,6.94,Maize,696.3692955,23.34926443,65.0488235
red,5.25,Maize,786.3477819,19.32067266,50.26199772
black,7,Maize,326.0379663,26.64820143,41.12715694
black,7.16,Maize,596.3301604,36.8545772,74.10406404
black,7.64,Maize,838.3281249,26.07920803,58.79196184
red,5.55,Maize,380.1275034,24.5834023,43.27391214
red,5.7,Maize,401.3004366,30.43094156,53.56085507
red,5.45,Maize,722.5064336,19.615956,72.70407988
red,5.4,Maize,647.2316932,19.07139366,62.47023993
red,5.31,Maize,516.6863026,22.91808785,50.69336673
other,5.3,Maize,890.6671931,22.28741954,60.06749015
red,5.95,Maize,494.7681259,37.33762089,49.592546
black,6.65,Maize,426.4310123,24.63175213,42.42653509
black,6.9,Maize,483.0640456,27.33770784,48.80320832
red,5.65,Maize,781.4022531,19.08214059,80.35809054
red,5.53,Maize,874.6790474,31.51902557,77.81874128
black,6,Maize,329.4853781,29.70420865,43.41450119
other,5.3,Maize,413.2763132,27.05235987,54.74178803
other,5.7,Maize,876.9448452,21.69915528,41.61840053
brown,5.5,Maize,485.7559857,25.07858805,59.94619131
brown,6.22,Maize,599.0167321,30.66842968,39.14049839
black,6.96,Maize,446.0232521,28.57007507,62.48264165
black,7.12,Maize,773.2885733,20.10784656,58.87827766
red,5.4,Maize,919.5322165,28.41088245,80.95799472
red,5.6,Maize,372.4940917,23.86526806,71.34237672
red,5.93,Maize,865.5559124,35.43072106,54.40643263
black,6.5,Maize,396.6267998,26.64441472,72.50663254
brown,5.7,Maize,617.519886,25.22176579,63.35090637
brown,5,Maize,379.1747318,28.79608871,45.60927759
brown,6.77,Maize,675.3259838,36.06630913,63.81323217
black,6.78,Maize,436.581624,23.93414469,56.64448541
black,6.3,Maize,369.4074741,24.99339347,42.07593718
brown,6,Maize,425.6853679,19.72947031,57.53570336
black,6.4,Maize,622.2195738,35.41293153,70.11919088
red,5.7,Maize,739.9549103,38.47741171,50.12764151
red,6.27,Maize,707.1903173,25.0073193,62.77044738
black,5.8,Maize,617.6732179,32.51395714,40.65205347
red,5.8,Maize,795.4988324,26.02036865,48.89028704
black,6.7,Maize,788.1285893,31.37914766,43.07253055
red,5.7,Maize,770.9687913,30.98339134,48.74499081
brown,5.7,Maize,829.2691404,29.33508269,48.76620408
red,5.4,Maize,453.4756323,20.14229474,75.3019959
red,5.4,Maize,734.0066259,37.22239903,63.88904297
brown,5.5,Maize,641.4498373,26.92032034,78.38350672
red,5.88,Maize,585.9516894,30.52028304,43.60626753
black,6.6,Maize,968.0971501,30.89023685,48.61972264
black,5.8,Maize,511.5206779,33.57128237,80.72514205
brown,7,Maize,536.5095156,25.92688976,51.97678446
red,5.7,Maize,874.3519026,36.67648,56.81978959
red,5.6,Maize,410.5405675,32.72893827,56.24458252
red,5.4,Maize,634.3039424,36.36742465,53.98272215
brown,7.2,Maize,796.4657376,34.79982796,73.62375573
red,5.6,Maize,675.2985915,29.09178765,59.27203915
brown,8.1,Maize,498.6045572,29.63645957,50.17803181
black,6.5,Maize,790.6187043,32.48200212,62.10873054
red,5.79,Maize,464.3781898,27.0130087,56.75215512
brown,5.6,Maize,608.4282052,20.01091431,44.93320418
red,5.7,Maize,723.1974299,25.90610897,50.5239875
brown,5.3,Maize,569.5335604,29.45825373,55.45278424
red,5.78,Maize,756.4100947,27.51024923,52.98211816
black,6.02,Maize,753.1586596,20.30076346,69.96168156
red,5.34,Maize,732.8145781,26.90342179,50.74993063
red,5.55,Maize,535.8542096,24.73719508,42.66242571
brown,7,Maize,836.7289306,26.61158251,76.25474083
